ID_PER,AP4_3_1,AP4_3_2,AP4_3_3,AP4_8_1,AP4_8_2,AP4_8_3,AP4_8_4,AP4_8_5,AP4_8_6
2860436.11.01.03,1,1,1,2,2,2,2,2,2
2860436.12.01.02,1,1,1,2,2,2,2,2,2
2860436.13.01.02,2,2,2,2,2,2,2,2,2
2860436.14.01.01,2,2,2,2,2,2,2,2,2
2860436.15.01.01,1,9,2,1,2,1,2,2,2
2860436.16.01.01,1,1,1,2,2,2,2,2,2
2860436.17.01.01,1,1,2,2,2,2,2,2,2
2860479.01.01.02,1,2,2,1,1,1,2,2,2
2860479.02.01.02,1,1,2,1,1,1,2,2,2
2860479.03.01.02,2,2,2,2,2,2,2,2,2
2860479.04.01.02,1,1,2,1,1,1,2,2,2
2860479.05.01.02,1,2,2,2,2,2,2,2,2
2860479.06.01.02,1,1,2,1,1,1,2,2,2
2860479.07.01.02,2,2,2,1,1,1,2,1,2
2860479.08.01.02,1,1,2,1,2,1,2,2,2
2860479.09.01.02,2,2,2,1,1,2,2,2,2
2860479.10.01.01,1,2,2,1,1,2,2,2,2
2860479.11.01.02,1,1,2,2,2,2,2,2,2
2860479.12.01.01,1,1,2,1,1,1,2,2,2
2860479.13.01.01,1,2,2,2,1,2,2,2,2
2860479.14.01.01,2,2,2,2,2,2,2,2,2
2860479.15.01.01,1,2,2,1,2,2,2,2,2
2860479.16.01.01,1,1,2,2,2,2,2,2,2
2860479.18.01.01,1,1,1,2,2,2,2,2,2
2860479.19.01.01,1,1,1,2,2,2,2,2,2
2860479.20.01.06,1,1,2,2,2,2,2,2,2
2860483.01.01.01,1,1,2,2,1,2,2,2,2
2860483.02.01.01,1,1,1,2,2,2,2,2,2
2860483.03.01.01,1,1,1,1,1,2,2,2,2
2860483.04.01.02,2,2,2,2,2,2,2,2,2
2860483.05.01.01,1,1,1,1,2,2,2,2,2
2860483.06.01.02,1,1,2,1,2,2,2,2,2
2860483.07.01.01,1,2,2,2,2,2,2,1,2
2860483.09.01.01,2,2,2,2,1,1,2,2,2
2860483.10.01.03,1,2,2,2,2,1,2,2,2
2860483.11.01.01,1,1,1,2,2,2,2,2,2
2860483.13.01.02,1,2,2,1,2,2,2,2,2
2860483.14.01.03,2,2,2,1,2,2,2,1,2
2860483.15.01.02,1,1,1,2,2,2,2,2,2
2860483.16.01.02,1,2,2,1,1,2,2,2,2
2860483.18.01.01,2,2,2,2,2,2,2,2,2
2860483.19.01.01,2,2,2,1,2,2,2,1,2
2860483.20.01.02,2,2,2,1,1,2,2,1,2
2860512.01.01.01,2,2,2,1,2,2,2,2,2
2860512.02.01.01,2,1,2,2,2,2,2,2,2
2860512.03.01.01,2,2,2,1,2,2,2,2,2
2860512.04.01.02,2,2,2,1,1,2,2,2,2
2860512.05.01.01,2,2,2,2,2,2,2,2,2
2860512.06.01.02,1,2,2,1,2,2,2,2,2
2860512.06.02.02,2,2,2,2,2,2,2,2,2
2860512.08.01.03,1,2,2,2,2,2,2,2,2
2860512.09.01.02,2,2,2,2,2,2,2,2,2
2860512.10.01.01,1,1,1,2,2,2,2,2,2
2860512.11.01.02,2,2,2,2,2,2,2,2,2
2860512.13.01.01,1,2,2,1,1,1,2,2,2
2860512.14.01.02,1,2,2,2,2,2,2,1,2
2860512.15.01.02,1,9,9,2,2,2,2,2,2
2860512.16.01.03,1,2,2,2,2,2,2,1,2
2860512.17.01.01,1,1,2,2,1,2,2,2,2
2860512.18.01.01,2,2,2,2,2,2,2,2,2
2860512.19.01.01,1,1,1,2,1,2,2,1,9
2860512.20.01.01,1,1,2,2,2,2,2,2,2
2860612.01.01.01,1,2,2,2,1,2,2,2,2
2860612.02.01.02,1,2,1,1,1,2,2,1,2
2860612.03.01.01,1,1,2,1,1,1,2,1,2
2860612.04.01.02,2,1,2,1,1,2,2,2,2
2860612.05.01.02,1,2,2,2,2,2,2,2,2
2860612.06.01.02,2,2,2,1,1,2,2,1,2
2860612.07.01.02,2,2,2,1,1,1,2,2,2
2860612.08.01.01,2,2,2,1,1,1,2,1,2
2860612.10.01.01,1,2,2,1,2,2,2,1,2
2860612.11.01.01,2,2,2,2,2,2,2,2,2
2860612.12.01.01,2,2,2,1,1,2,1,2,2
2860612.13.01.02,2,2,2,2,1,1,2,2,2
2860612.14.01.01,1,1,2,2,1,2,2,2,2
2860612.15.01.02,2,2,2,2,1,2,2,2,2
2860612.16.01.05,1,1,2,1,1,1,2,1,2
2860612.17.01.02,1,2,2,2,1,1,2,1,2
2860612.18.01.01,1,1,1,2,1,2,2,1,2
2860612.19.01.03,1,1,2,2,1,1,2,1,2
2860612.20.01.01,2,2,2,1,1,2,2,2,2
2860616.02.01.02,1,1,2,2,2,2,2,2,2
2860616.03.01.02,1,1,2,1,2,2,2,1,2
2860616.04.01.03,1,1,1,2,2,2,2,2,2
2860616.06.01.04,1,1,2,2,2,1,2,2,2
2860616.07.01.01,1,1,2,1,2,1,2,2,2
2860616.08.01.01,1,1,2,1,2,1,2,2,2
2860616.09.01.01,1,1,2,1,2,2,2,2,2
2860616.10.01.02,1,1,2,2,2,1,2,2,2
2860616.11.01.02,2,2,2,1,2,1,1,2,9
2860616.12.01.01,1,1,2,1,2,1,2,2,2
2860616.13.01.02,1,1,2,2,2,1,2,2,2
2860616.14.01.02,1,1,2,2,2,1,2,2,2
2860616.14.02.02,1,1,1,2,1,2,2,2,2
2860616.15.01.01,1,1,2,2,2,2,2,2,2
2860616.16.01.02,1,1,2,2,2,1,2,2,2
2860616.17.01.01,1,1,1,2,2,1,2,2,2
2860616.18.01.01,1,1,2,1,2,1,2,2,2
2860616.20.01.02,2,2,2,1,2,1,2,1,2
2900004.01.01.01,1,1,1,1,2,2,2,2,2
2900004.02.01.01,2,2,2,2,2,1,2,1,1
2900004.03.01.01,2,2,2,2,2,1,1,1,1
2900004.04.01.01,1,1,1,2,2,2,2,1,9
2900004.05.01.01,1,1,2,2,2,1,2,1,1
2900006.01.01.01,2,2,2,1,2,2,2,1,1
2900006.02.01.01,2,2,2,1,1,1,1,1,2
2900006.03.01.01,1,1,1,1,2,1,1,1,1
2900006.04.01.02,2,2,2,2,2,2,2,1,9
2900006.05.01.01,2,2,2,9,9,9,2,2,9
2900012.02.01.01,1,1,1,2,2,1,2,2,1
2900012.05.01.01,2,2,2,2,2,1,2,1,2
2900013.01.01.02,2,2,2,2,2,1,2,1,1
2900013.02.01.03,2,2,1,2,1,1,2,1,2
2900013.03.01.01,1,1,1,2,2,1,2,2,2
2900013.04.01.01,2,1,1,2,2,2,2,1,2
2900013.05.01.02,1,1,1,2,2,2,2,2,2
2900016.01.01.01,2,2,2,1,1,1,2,2,2
2900016.03.01.01,2,2,2,2,2,2,2,1,2
2900016.04.01.01,2,2,2,2,2,2,2,2,1
2900016.05.01.03,1,1,1,2,2,2,2,2,1
2900016.05.02.01,1,2,1,2,2,1,2,2,2
2900019.01.01.02,2,2,2,1,1,1,2,1,1
2900019.02.01.01,1,1,1,2,1,1,2,2,1
2900019.04.01.05,2,2,2,2,2,1,2,1,1
2900019.05.01.01,1,2,2,2,2,1,1,1,2
2900024.01.01.06,2,2,2,2,2,2,1,1,9
2900024.02.01.01,2,2,2,2,2,2,1,1,2
2900024.04.01.01,2,2,2,2,2,2,1,1,2
2900024.05.01.02,1,1,2,1,1,1,1,1,2
2900031.01.01.01,2,2,2,2,1,1,2,1,1
2900031.02.01.03,1,1,2,2,2,2,2,2,2
2900031.03.01.01,1,1,1,2,2,2,2,2,2
2900031.03.02.01,1,1,1,2,2,1,2,1,1
2900031.04.01.01,2,2,2,2,2,1,2,2,2
2900031.05.01.01,1,2,2,2,2,2,2,1,2
2900053.01.01.01,1,2,2,2,2,1,2,1,1
2900053.02.01.01,2,2,2,1,1,1,1,1,2
2900053.03.01.01,1,1,2,1,2,2,1,1,1
2900053.04.01.01,2,2,2,2,2,1,2,1,9
2900053.05.01.01,2,2,2,2,2,2,2,1,9
2900054.01.01.01,2,2,2,1,2,2,2,2,2
2900054.02.01.01,2,1,1,2,2,1,2,1,1
2900054.03.01.01,2,2,2,1,1,1,1,1,1
2900054.04.01.01,2,2,1,2,2,1,2,1,1
2900054.05.01.05,2,2,2,2,2,2,2,2,2
2900057.01.01.02,1,1,1,1,2,1,2,2,2
2900057.02.01.02,1,2,2,1,2,1,2,1,3
2900057.03.01.01,2,9,9,9,2,2,2,2,2
2900057.04.01.02,1,2,2,1,2,2,2,1,2
2900057.05.01.03,1,1,1,2,2,1,1,1,1
2900060.01.01.01,2,2,2,2,2,2,2,2,2
2900060.02.01.01,2,2,2,1,1,1,1,1,1
2900060.03.01.02,2,2,2,2,2,1,1,1,1
2900060.04.01.01,1,2,2,2,1,1,2,1,2
2900060.05.01.01,1,2,2,1,2,1,2,1,2
2900095.01.01.01,1,2,2,2,2,1,1,1,1
2900095.02.01.01,2,2,2,2,2,1,1,1,1
2900095.03.01.01,1,2,2,2,2,2,2,2,2
2900095.04.01.02,2,2,2,2,2,2,2,2,2
2900095.05.01.02,1,1,1,2,2,2,2,2,2
2900097.01.01.02,1,2,1,1,2,1,2,1,2
2900097.04.01.04,2,2,2,1,2,1,2,1,1
2900097.05.01.03,2,2,2,1,2,2,2,2,9
2900101.01.01.01,2,2,2,1,1,1,1,1,2
2900101.02.01.02,2,2,2,1,2,2,1,1,1
2900101.03.01.02,1,2,2,1,2,1,2,2,2
2900101.04.01.03,2,2,2,1,2,2,2,1,1
2900101.05.01.01,2,2,2,1,2,1,2,1,1
2900105.01.01.02,2,2,2,2,2,2,1,1,1
2900105.02.01.03,2,2,2,2,2,1,1,1,9
2900105.03.01.01,2,2,2,2,2,1,2,1,9
2900105.04.01.03,1,2,2,2,2,2,2,1,1
2900105.05.01.01,2,2,2,2,1,1,2,1,2
2900115.01.01.01,1,2,1,2,2,2,2,1,9
2900115.02.01.01,1,1,1,1,2,1,2,1,9
2900115.03.01.01,2,2,2,2,2,1,2,1,3
2900115.04.01.02,2,2,2,1,1,1,1,1,1
2900115.05.01.02,1,1,2,2,2,2,1,1,1
2900121.01.01.01,1,1,2,1,1,2,1,1,2
2900121.02.01.02,1,1,1,2,2,1,1,1,9
2900121.03.01.01,2,2,2,1,2,2,2,1,1
2900121.04.01.03,1,2,2,1,2,1,2,1,2
2900130.01.01.02,1,1,1,2,1,2,2,2,2
2900130.03.01.01,1,1,1,2,1,1,2,2,2
2900130.04.01.02,1,1,1,2,1,2,2,2,2
2900130.05.01.03,2,2,2,1,1,1,1,1,1
2900136.01.01.01,2,2,2,2,1,1,1,1,9
2900136.02.01.04,2,2,1,1,1,1,1,1,1
2900136.02.02.02,2,2,2,1,1,1,1,1,9
2900136.03.01.01,1,1,1,2,2,2,2,2,2
2900136.04.01.01,1,1,1,2,2,1,1,1,2
2900136.05.01.02,2,2,2,1,1,1,2,1,1
2900138.01.01.02,2,2,2,1,2,1,2,1,1
2900138.02.01.03,1,1,1,1,2,1,1,1,1
2900138.04.01.03,2,1,2,2,2,1,1,1,1
2900138.05.01.02,2,2,1,1,2,1,2,1,2
2900146.01.01.01,2,2,2,1,2,2,2,1,1
2900146.02.01.01,1,1,1,1,1,1,2,1,1
2900146.02.02.01,2,2,1,1,2,2,1,1,1
2900146.03.01.02,1,1,1,2,2,2,1,1,1
2900146.04.01.01,2,2,2,2,2,2,1,1,1
2900146.05.01.01,1,1,1,2,2,1,2,1,9
2900146.06.01.02,2,2,2,2,2,2,1,1,9
2900146.07.01.02,1,1,1,2,1,2,2,2,1
2900146.08.01.02,2,2,2,2,2,2,1,1,1
2900146.09.01.01,2,2,1,1,2,1,1,1,9
2900146.10.01.02,2,2,2,1,2,1,2,1,1
2900146.11.01.01,1,1,1,1,2,9,2,1,9
2900146.13.01.01,2,2,2,1,1,1,1,1,1
2900146.14.01.03,2,2,2,1,1,1,2,1,1
2900146.15.01.01,2,2,2,1,1,1,1,1,1
2900146.16.01.04,2,2,1,2,1,1,1,1,1
2900146.17.01.03,1,1,2,2,1,2,2,2,1
2900146.18.01.02,2,2,2,2,1,1,2,1,2
2900146.19.01.01,2,2,2,1,2,1,1,2,2
2900146.20.01.04,2,2,1,1,1,1,1,2,1
2900148.01.01.01,2,2,2,1,2,1,1,1,1
2900148.02.01.01,1,1,1,2,2,2,2,2,2
2900148.03.01.02,2,2,2,1,2,1,1,1,1
2900148.04.01.02,2,2,2,1,2,1,1,1,1
2900148.05.01.03,2,2,2,2,2,1,2,1,1
2900148.06.01.08,2,2,2,1,2,2,1,1,1
2900148.08.01.02,2,2,2,2,2,2,2,2,1
2900148.09.01.02,2,2,1,2,2,2,1,1,2
2900148.11.01.01,2,2,2,2,2,2,1,1,1
2900148.12.01.02,2,2,2,1,1,1,1,1,2
2900148.13.01.03,1,2,2,2,1,2,2,1,1
2900148.15.01.02,2,2,1,1,1,1,1,1,1
2900148.16.01.02,2,2,2,2,2,2,1,1,2
2900148.16.02.02,2,2,2,1,2,1,2,1,2
2900148.17.01.01,1,1,1,1,2,2,2,1,1
2900148.18.01.01,1,1,1,2,2,2,9,1,9
2900148.19.01.06,1,1,2,1,2,2,2,2,2
2900148.20.01.02,2,2,2,1,2,1,2,1,1
2900153.01.01.01,1,2,2,2,2,1,2,1,9
2900153.02.01.01,2,2,2,1,1,1,2,1,2
2900153.02.02.01,2,2,1,1,2,2,2,2,2
2900153.03.01.02,2,2,2,2,2,1,1,1,2
2900153.04.01.01,2,2,2,1,1,1,2,1,1
2900153.06.01.01,1,2,2,2,2,2,2,2,2
2900153.07.01.02,2,2,2,1,2,1,1,1,2
2900153.08.01.01,2,2,2,1,2,1,1,1,1
2900153.09.01.05,1,2,2,1,2,1,2,1,2
2900153.10.01.01,2,2,2,2,2,2,2,2,2
2900153.11.01.01,2,2,2,1,2,1,1,1,1
2900153.12.01.01,2,2,2,2,2,1,2,1,9
2900153.13.01.02,2,2,2,2,2,2,2,2,3
2900153.14.01.01,2,2,2,2,1,1,2,1,1
2900153.15.01.01,1,1,1,2,2,2,2,2,9
2900153.16.01.01,2,2,2,2,2,2,1,1,1
2900153.17.01.02,2,2,2,1,2,2,2,1,1
2900153.18.01.01,2,2,2,2,2,2,1,1,1
2900153.19.01.01,2,2,1,1,1,1,1,1,1
2900153.20.01.01,2,2,1,2,2,1,2,1,9
2900180.01.01.01,2,2,2,2,2,1,2,1,2
2900180.02.01.01,2,2,9,1,1,2,2,1,2
2900180.03.01.02,2,2,2,2,2,1,1,1,1
2900180.04.01.01,2,1,1,1,2,2,2,2,3
2900180.05.01.01,2,2,2,2,2,2,1,1,2
2900180.06.01.02,2,2,2,2,2,2,1,1,1
2900180.07.01.02,2,1,1,2,2,2,2,2,3
2900180.08.01.02,2,2,2,1,2,1,1,2,2
2900180.09.01.02,2,2,2,1,2,2,2,2,2
2900180.10.01.01,2,2,2,2,1,1,1,1,2
2900180.11.01.04,2,2,2,1,1,1,1,1,2
2900180.12.01.03,2,2,2,2,1,2,2,2,3
2900180.12.02.02,2,2,2,1,1,2,1,2,1
2900180.13.01.01,2,2,9,1,1,1,1,1,3
2900180.13.02.01,2,2,2,1,1,1,2,2,1
2900180.14.01.01,2,2,2,1,2,2,2,2,2
2900180.15.01.02,2,2,2,2,2,1,2,2,1
2900180.16.01.02,2,2,2,1,1,1,1,1,1
2900180.17.01.04,2,2,1,1,2,1,1,1,3
2900180.18.01.02,2,2,9,1,1,1,2,2,1
2900180.19.01.01,2,2,2,1,2,1,1,1,9
2900180.20.01.01,2,2,2,1,1,1,1,1,1
2900194.01.01.01,2,2,2,1,1,1,1,1,1
2900194.02.01.02,2,2,2,1,1,1,1,1,9
2900194.03.01.02,2,2,2,2,2,1,1,2,9
2900194.04.01.02,2,2,2,1,1,1,1,1,1
2900194.05.01.04,2,2,2,2,2,1,2,2,9
2900202.01.01.03,1,2,9,2,1,2,2,1,2
2900202.02.01.03,1,1,1,1,1,1,2,1,9
2900202.04.01.02,1,1,1,2,1,1,2,1,2
2900203.01.01.03,2,2,2,1,1,2,1,1,2
2900203.02.01.01,2,1,1,2,1,1,1,1,9
2900203.03.01.04,2,2,2,1,1,1,1,1,9
2900203.04.01.01,1,1,1,2,2,1,2,2,2
2900203.05.01.02,2,2,2,1,2,1,2,1,1
2900204.01.01.01,1,1,1,1,1,1,2,1,3
2900204.02.01.03,1,1,2,2,1,1,2,2,2
2900204.03.01.01,1,1,1,1,1,1,9,1,1
2900204.04.01.03,1,1,1,2,1,2,2,1,3
2900205.01.01.02,1,1,1,1,2,1,2,1,3
2900205.02.01.01,2,2,2,1,1,1,1,1,1
2900205.03.01.02,2,2,2,2,1,2,2,1,2
2900205.04.01.01,1,1,1,1,2,1,2,1,2
2900205.05.01.02,2,2,1,2,1,1,2,1,2
2900223.01.01.01,2,2,2,2,1,1,2,1,9
2900223.02.01.02,1,1,2,2,1,1,2,1,9
2900223.03.01.01,2,2,2,1,1,2,2,1,1
2900223.04.01.02,2,2,2,2,1,2,1,1,1
2900223.05.01.01,2,2,2,1,2,2,1,1,9
2900224.01.01.01,2,2,2,1,2,1,2,1,1
2900224.01.02.02,2,1,1,2,2,2,2,1,2
2900224.02.01.04,2,2,1,2,1,2,1,1,1
2900224.03.01.03,1,1,2,2,2,2,2,2,2
2900224.04.01.01,1,1,1,2,1,1,2,2,1
2900224.05.01.02,1,1,1,2,1,2,2,2,1
2900230.01.01.01,2,2,2,2,2,1,2,1,9
2900230.02.01.02,2,2,2,2,2,2,2,1,1
2900230.03.01.01,2,2,2,1,2,1,2,1,1
2900230.04.01.01,2,1,1,1,1,2,1,1,1
2900230.05.01.02,2,2,2,1,2,2,2,2,1
2900238.01.01.03,2,2,2,2,1,2,2,1,2
2900238.02.01.01,1,1,1,2,1,1,2,1,2
2900238.03.01.03,2,2,1,1,1,1,1,2,9
2900238.04.01.04,2,2,2,1,1,1,2,1,1
2900238.05.01.01,1,1,2,2,2,2,1,1,2
2900245.01.01.01,1,1,1,1,1,1,2,1,9
2900245.02.01.01,2,2,2,2,2,1,2,1,2
2900245.03.01.01,1,1,1,2,1,1,2,1,2
2900245.04.01.01,2,2,2,1,1,1,1,1,3
2900245.05.01.02,2,2,2,1,2,1,2,1,3
2900246.01.01.02,2,1,2,1,1,1,9,1,1
2900246.02.01.01,2,2,2,1,1,1,1,1,1
2900246.04.01.01,2,2,2,2,2,1,2,2,1
2900246.05.01.02,2,2,2,2,1,1,2,1,2
2900257.01.01.07,1,1,1,1,1,2,2,2,9
2900257.02.01.04,2,2,9,1,1,1,1,1,1
2900257.03.01.01,2,2,2,1,1,1,1,1,9
2900257.04.01.03,1,1,1,1,1,2,2,1,1
2900257.05.01.02,1,1,1,2,2,2,2,2,2
2900258.01.01.01,2,2,2,1,1,2,2,2,2
2900258.02.01.02,1,1,1,2,1,2,2,2,2
2900258.02.02.02,2,2,2,2,2,1,2,1,1
2900258.03.01.01,1,2,2,1,1,2,2,2,2
2900258.04.01.02,2,2,2,1,1,2,2,1,9
2900258.05.01.01,1,1,2,1,2,1,2,1,1
2900268.01.01.02,2,2,2,1,1,1,2,1,1
2900268.02.01.04,2,1,1,1,1,1,2,1,1
2900268.04.01.01,2,2,2,1,1,2,2,1,1
2900268.05.01.02,2,2,2,1,1,1,2,1,1
2900269.01.01.02,1,2,2,2,1,1,2,1,1
2900269.03.01.01,2,2,2,1,1,1,2,1,9
2900269.04.01.03,1,1,2,1,1,2,2,2,2
2900271.01.01.01,2,2,2,2,2,1,1,1,1
2900271.03.01.02,2,2,2,2,1,1,2,1,2
2900271.04.01.02,2,9,1,2,2,1,2,1,2
2900271.05.01.02,1,1,1,1,1,1,2,2,9
2900275.01.01.01,2,2,2,2,1,2,2,1,2
2900275.03.01.03,1,2,2,2,1,1,2,2,1
2900275.04.01.01,2,2,2,1,1,2,9,1,9
2900275.05.01.01,2,2,9,1,1,1,1,1,1
2900276.01.01.01,2,2,9,1,1,2,2,1,1
2900276.03.01.01,1,1,1,1,1,2,2,1,2
2900276.05.01.01,2,1,2,1,1,1,2,1,2
2900294.01.01.01,1,1,9,2,2,2,2,2,9
2900294.03.01.02,1,1,2,2,2,2,2,2,2
2900294.04.01.02,2,2,2,1,2,2,2,1,1
2900294.05.01.01,2,2,2,1,2,1,2,1,1
2900296.01.01.01,2,2,2,1,2,1,2,1,1
2900296.02.01.01,1,1,2,2,2,1,2,1,2
2900296.03.01.01,2,2,2,1,2,1,1,2,1
2900296.04.01.02,2,2,2,1,2,1,1,1,1
2900296.05.01.01,2,2,2,1,1,1,2,1,1
2900297.01.01.03,1,2,2,2,1,2,1,1,1
2900297.02.01.02,2,1,1,2,2,1,2,1,1
2900297.03.01.02,2,2,2,1,1,1,2,1,2
2900297.04.01.02,1,2,2,1,2,1,2,1,2
2900297.05.01.01,2,2,2,2,1,1,2,1,2
2900298.01.01.04,1,2,2,2,1,1,2,1,1
2900298.02.01.01,9,2,9,1,2,2,2,1,2
2900298.03.01.02,2,2,1,2,2,2,2,1,2
2900298.04.01.01,2,2,2,1,1,1,1,1,9
2900298.05.01.02,2,2,2,2,1,1,2,1,1
2900300.01.01.01,1,1,2,1,1,1,1,1,2
2900300.01.02.01,1,1,1,2,1,2,2,1,2
2900300.02.01.02,1,2,2,1,1,2,2,2,1
2900300.03.01.01,1,1,1,2,1,2,2,1,2
2900300.04.01.03,1,1,2,2,1,1,1,1,2
2900300.05.01.02,1,1,1,2,2,2,2,2,2
2900315.01.01.04,2,2,2,1,1,1,1,1,1
2900315.02.01.03,2,2,2,1,1,1,1,1,2
2900315.03.01.01,2,1,1,2,1,2,2,1,1
2900315.05.01.02,2,2,2,1,1,1,1,1,1
2900315.07.01.01,2,2,2,2,1,1,1,1,2
2900315.08.01.01,1,1,1,2,1,1,2,2,2
2900315.09.01.01,1,1,1,1,2,2,2,2,9
2900315.10.01.02,1,1,1,2,2,2,2,2,2
2900315.11.01.01,2,2,2,1,2,1,2,1,1
2900315.12.01.03,2,2,2,1,1,1,1,1,1
2900315.13.01.02,1,2,2,1,2,2,2,1,2
2900315.14.01.01,2,2,2,1,2,1,1,1,1
2900315.15.01.01,1,2,2,2,1,1,1,1,1
2900315.16.01.01,1,2,2,1,1,1,1,1,1
2900315.17.01.01,2,2,2,2,2,1,1,1,1
2900315.18.01.02,2,2,2,2,2,1,1,1,9
2900315.19.01.02,1,1,1,2,2,2,1,1,2
2900315.20.01.02,1,2,2,2,1,1,2,1,1
2900327.01.01.01,1,1,2,2,2,2,2,2,2
2900327.03.01.01,2,2,2,2,1,1,2,2,9
2900327.04.01.01,2,2,2,2,2,1,2,1,9
2900327.05.01.01,2,2,2,1,1,1,1,1,1
2900327.06.01.01,2,2,2,2,1,2,2,2,9
2900327.07.01.03,1,1,2,2,2,2,2,2,2
2900327.10.01.02,2,2,2,2,2,2,2,2,2
2900327.11.01.02,2,2,2,1,2,2,2,2,2
2900327.13.01.02,1,1,1,2,1,2,2,2,2
2900327.13.02.01,2,2,2,2,1,2,2,1,1
2900327.13.03.02,2,2,2,1,1,2,2,1,2
2900327.14.01.01,1,1,2,2,2,2,2,1,1
2900327.15.01.01,2,2,2,1,1,1,2,1,9
2900327.16.01.02,2,2,2,2,1,1,1,1,2
2900327.18.01.05,2,2,2,1,2,1,1,2,2
2900327.19.01.02,2,2,2,2,1,1,2,2,2
2900327.20.01.02,2,2,2,1,2,1,2,1,2
2900338.01.01.03,2,2,2,1,1,1,2,1,1
2900338.03.01.01,2,2,2,2,1,2,2,1,2
2900338.04.01.02,2,2,2,2,1,1,1,1,1
2900338.05.01.02,1,1,2,2,1,2,1,1,1
2900338.06.01.02,2,2,2,1,1,1,1,1,1
2900338.08.01.02,2,2,2,1,1,1,2,1,1
2900338.09.01.02,2,2,2,2,2,2,2,1,1
2900338.10.01.01,2,2,2,2,2,2,2,1,9
2900338.12.01.01,2,2,2,2,1,1,1,1,1
2900338.13.01.03,2,2,2,2,2,1,2,1,1
2900338.14.01.03,1,2,2,1,1,1,2,1,2
2900338.15.01.01,2,2,2,1,1,1,1,1,1
2900338.16.01.03,2,2,2,1,1,2,2,1,1
2900338.17.01.01,2,2,2,1,1,1,1,1,2
2900338.19.01.03,2,2,2,2,1,1,1,1,1
2900338.20.01.03,2,2,2,2,1,1,2,1,1
2900358.01.01.01,2,1,2,2,1,2,1,1,2
2900358.02.01.02,2,2,2,1,1,1,2,1,2
2900358.03.01.01,2,2,2,2,1,2,2,1,9
2900358.04.01.03,2,2,2,1,1,1,2,1,2
2900358.05.01.02,1,1,1,2,2,1,2,2,2
2900358.06.01.01,1,1,2,1,2,1,2,2,2
2900358.07.01.01,2,2,2,1,2,2,2,1,2
2900358.08.01.02,1,1,2,2,1,2,2,1,1
2900358.09.01.02,2,2,2,1,1,1,2,2,2
2900358.11.01.02,2,2,2,1,1,2,1,1,1
2900358.12.01.01,1,1,2,2,2,1,2,1,1
2900358.13.01.03,1,1,1,2,1,1,2,1,2
2900358.14.01.01,1,2,1,2,2,2,2,2,2
2900358.15.01.01,1,2,2,1,1,1,2,1,1
2900358.17.01.03,2,2,2,1,2,2,1,2,2
2900358.18.01.01,2,2,2,1,2,2,1,1,1
2900358.19.01.03,2,2,2,1,1,2,2,1,1
2900358.20.01.02,1,2,2,2,2,2,2,2,1
2900362.01.01.07,1,2,2,2,2,2,2,2,1
2900362.02.01.01,2,2,2,1,2,1,1,1,1
2900362.04.01.04,1,1,2,2,1,1,2,1,1
2900362.05.01.01,2,2,2,2,1,2,1,1,2
2900362.06.01.02,2,2,2,2,2,2,1,2,1
2900362.07.01.03,2,2,1,2,2,2,1,2,1
2900362.08.01.01,2,2,2,1,2,1,1,1,1
2900362.09.01.02,2,2,2,1,2,2,1,1,2
2900362.10.01.03,2,2,2,1,1,1,1,1,1
2900362.12.01.01,2,2,2,1,1,2,2,2,2
2900362.13.01.03,2,2,2,1,2,1,2,1,9
2900362.14.01.01,1,1,2,2,2,1,2,2,9
2900362.15.01.01,2,2,2,1,2,1,2,1,1
2900362.16.01.02,2,2,2,1,1,1,1,1,1
2900362.17.01.02,2,2,2,2,1,2,1,1,1
2900362.18.01.02,1,2,2,1,1,1,2,2,2
2900362.19.01.03,1,2,2,1,2,2,2,2,1
2900362.20.01.01,2,2,2,2,1,1,1,1,2
2900377.01.01.01,2,2,1,1,2,2,2,2,3
2900377.02.01.02,2,2,2,1,1,1,1,1,1
2900377.03.01.03,2,2,2,1,1,1,2,1,1
2900377.04.01.01,2,2,2,1,2,1,2,1,1
2900377.05.01.01,1,1,2,2,1,1,2,1,9
2900380.01.01.01,1,1,1,1,1,2,2,1,2
2900380.02.01.01,2,2,2,2,2,1,2,1,1
2900380.03.01.03,1,1,2,1,1,1,2,1,1
2900388.01.01.01,1,1,1,2,1,2,2,2,3
2900388.02.01.03,1,1,2,2,1,1,2,2,2
2900388.03.01.03,1,1,9,2,2,1,1,1,1
2900388.04.01.02,1,1,2,1,2,1,2,2,1
2900388.05.01.05,2,1,1,2,2,2,2,1,1
2900392.01.01.01,1,1,9,1,2,2,2,1,1
2900392.02.01.03,1,1,1,1,2,2,2,2,1
2900392.03.01.01,2,2,2,1,1,2,2,1,1
2900392.04.01.03,1,1,2,2,2,2,1,1,1
2900392.05.01.02,1,1,2,2,1,2,2,1,2
2900398.01.01.01,2,2,2,2,1,1,2,1,1
2900398.02.01.01,2,2,2,1,1,1,2,1,1
2900398.03.01.01,1,1,2,1,1,2,2,2,2
2900398.04.01.04,2,2,2,2,2,1,1,1,1
2900408.01.01.01,1,1,1,2,2,1,2,2,1
2900408.02.01.03,1,1,1,1,1,1,2,1,1
2900408.03.01.02,2,2,2,1,1,1,2,1,1
2900408.04.01.04,2,2,2,2,2,1,1,1,2
2900414.01.01.01,2,2,2,1,1,2,2,2,2
2900414.02.01.03,1,2,2,2,2,1,2,1,1
