ID_PER,AP4_3_1,AP4_3_2,AP4_3_3,AP4_8_1,AP4_8_2,AP4_8_3,AP4_8_4,AP4_8_5,AP4_8_6
0760980.03.01.03,2,2,2,1,1,1,2,1,2
0760980.04.01.01,2,2,2,1,1,1,1,1,1
0760980.05.01.02,2,2,2,1,1,1,1,1,2
0760980.06.01.02,2,2,2,1,1,2,1,2,1
0760980.07.01.01,1,1,1,1,2,1,2,1,2
0760980.08.01.05,1,2,2,1,1,1,2,2,2
0760980.09.01.01,1,2,1,1,1,1,2,2,2
0760980.10.01.02,1,2,2,1,2,1,2,2,2
0760980.11.01.01,1,2,2,2,1,2,2,2,2
0760980.12.01.01,1,2,2,1,1,1,2,1,2
0760980.12.02.01,2,2,2,1,1,1,1,1,1
0760980.13.01.01,1,1,1,1,1,1,1,1,2
0760980.14.01.01,1,1,1,1,1,1,2,1,2
0760980.15.01.02,1,2,2,1,1,1,1,1,1
0760980.17.01.01,1,1,1,2,1,1,2,2,2
0760980.18.01.03,1,1,1,1,1,1,1,1,1
0760980.19.01.01,1,2,2,1,1,1,2,2,2
0760980.20.01.02,1,2,2,1,1,2,1,1,2
0761005.01.01.01,1,2,2,2,2,2,2,2,2
0761005.02.01.01,1,2,1,2,2,2,2,2,2
0761005.03.01.02,1,2,2,1,1,2,2,2,2
0761005.04.01.03,1,1,1,2,2,2,2,2,2
0761005.05.01.03,1,1,1,2,2,2,2,2,2
0761005.06.01.01,1,1,1,1,1,2,2,2,2
0761005.07.01.01,1,2,2,2,2,2,2,2,2
0761005.08.01.02,1,2,2,1,1,1,2,2,2
0761005.09.01.01,1,1,1,2,1,1,2,2,2
0761005.10.01.04,2,2,2,2,2,2,2,2,2
0761005.12.01.02,2,2,2,1,2,2,2,2,2
0761005.13.01.01,1,2,1,2,1,2,2,2,2
0761005.14.01.01,1,2,2,1,1,2,2,1,2
0761005.15.01.03,2,2,2,2,2,2,2,2,2
0761005.16.01.02,1,1,1,2,2,2,2,2,2
0761005.17.01.01,2,2,2,2,2,2,2,1,2
0761005.18.01.02,1,2,2,2,2,2,2,2,2
0761005.19.01.02,2,2,1,2,2,2,2,2,2
0761005.20.01.02,1,2,1,1,1,1,2,2,2
0761005.21.01.03,1,2,1,1,1,1,2,1,1
0761008.02.01.02,1,2,2,2,2,2,2,2,2
0761008.04.01.01,2,2,2,1,2,2,2,1,2
0761008.05.01.02,2,9,9,3,3,2,2,2,2
0761008.07.01.02,1,2,2,2,2,2,2,2,1
0761008.08.01.01,1,1,1,2,2,2,2,2,2
0761008.09.01.01,1,2,2,2,3,2,2,1,9
0761008.10.01.03,2,2,2,9,3,2,2,2,2
0761008.11.01.02,1,2,2,2,2,2,2,2,2
0761008.12.01.01,2,2,2,2,2,2,2,2,2
0761008.13.01.03,2,2,2,1,2,2,2,1,2
0761008.14.01.02,2,2,1,1,2,1,2,1,2
0761008.15.01.02,1,2,2,1,2,2,2,2,2
0761008.16.01.01,1,2,2,1,2,2,2,2,2
0761008.17.01.02,1,1,1,1,1,1,2,2,1
0761008.18.01.01,1,2,2,1,2,2,2,2,2
0761008.19.01.03,1,2,2,1,2,2,2,2,2
0761009.01.01.01,1,2,2,1,2,2,2,1,2
0761009.04.01.01,1,2,1,1,2,2,2,2,2
0761009.05.01.01,1,2,1,2,2,2,2,1,2
0761009.06.01.01,1,1,2,2,1,2,2,2,2
0761009.07.01.02,1,2,2,2,2,2,2,2,2
0761009.09.01.01,1,2,2,1,2,1,2,2,2
0761009.10.01.01,1,1,1,1,2,2,2,2,2
0761009.11.01.02,1,1,2,2,3,3,2,2,2
0761009.12.01.01,1,2,2,2,2,2,2,2,2
0761009.14.01.02,1,2,2,2,1,2,2,2,2
0761009.17.01.02,1,1,9,1,2,2,2,2,2
0761009.19.01.01,2,2,2,2,2,2,2,1,2
0761009.20.01.02,2,2,2,1,1,2,2,1,2
0761023.01.01.02,1,2,2,1,2,2,2,2,2
0761023.02.01.01,1,1,1,2,2,2,2,2,2
0761023.03.01.01,2,2,2,1,2,2,2,2,2
0761023.04.01.02,2,2,1,1,1,1,2,1,2
0761023.06.01.01,1,1,1,2,2,2,2,2,2
0761023.07.01.02,1,2,2,2,2,2,2,2,2
0761023.08.01.06,2,2,2,2,2,2,2,2,2
0761023.09.01.02,1,1,2,1,1,2,2,2,2
0761023.10.01.02,1,2,1,2,2,2,2,2,2
0761023.11.01.01,1,1,1,2,2,2,2,2,2
0761023.12.01.01,1,1,1,1,2,2,2,2,2
0761023.13.01.01,1,2,2,2,2,2,2,2,2
0761023.14.01.01,2,2,2,2,2,2,2,2,2
0761023.15.01.02,2,2,2,2,2,2,2,1,2
0761023.16.01.03,1,2,2,2,2,2,2,2,2
0761023.17.01.02,2,2,2,1,2,2,2,1,2
0761023.18.01.01,2,2,2,1,2,2,2,2,2
0761023.19.01.02,1,2,2,1,2,2,2,2,2
0761023.20.01.01,1,1,1,1,1,2,2,2,2
0761057.01.01.01,1,2,1,1,1,1,2,1,2
0761057.02.01.03,1,1,1,2,2,2,2,2,2
0761057.03.01.02,1,2,2,2,2,2,2,1,2
0761057.04.01.01,2,2,2,1,2,2,2,1,2
0761057.04.02.01,2,2,2,2,2,2,2,2,2
0761057.06.01.02,1,2,2,1,1,1,2,1,2
0761057.07.01.01,2,2,2,1,1,2,2,1,2
0761057.08.01.05,1,1,2,1,2,1,2,1,2
0761057.09.01.02,2,2,2,1,1,1,2,2,2
0761057.10.01.02,1,2,2,1,1,1,2,2,2
0761057.11.01.01,1,2,2,1,2,2,2,2,2
0761057.13.01.01,1,1,1,2,1,1,2,2,2
0761057.14.01.02,1,1,2,2,2,2,2,2,2
0761057.15.01.01,2,2,2,2,2,2,2,2,2
0761057.15.02.01,1,2,2,2,2,2,2,1,2
0761057.16.01.02,1,2,1,1,2,1,2,2,2
0761057.17.01.01,2,2,2,1,2,2,2,2,2
0761057.18.01.01,1,2,2,1,1,1,2,1,2
0761057.18.02.01,1,1,1,1,1,2,2,1,2
0761057.19.01.01,1,1,2,1,1,2,2,2,2
0761057.20.01.01,1,1,2,2,1,1,2,1,2
0761116.01.01.02,1,1,1,2,2,2,2,2,2
0761116.02.01.02,1,1,1,1,2,2,2,2,2
0761116.03.01.01,2,9,2,1,1,2,1,1,9
0761116.05.01.02,1,9,1,2,2,2,2,2,9
0761116.06.01.01,2,1,9,2,2,2,2,2,2
0761116.08.01.04,1,1,1,2,2,2,2,1,2
0761116.09.01.01,2,1,2,1,2,2,2,2,2
0761116.10.01.01,1,9,1,2,2,2,9,2,9
0761116.11.01.02,1,1,1,2,2,2,2,2,2
0761116.13.01.02,1,1,1,1,2,2,2,2,2
0761116.14.01.01,1,1,1,2,2,2,2,2,2
0761116.15.01.02,1,9,9,2,2,2,2,2,2
0761116.16.01.01,1,1,1,2,2,2,2,2,2
0761116.17.01.01,1,1,1,1,2,2,2,2,2
0761116.18.01.01,1,1,1,2,2,2,2,2,2
0761116.19.01.01,1,1,1,2,2,2,2,2,2
0761116.20.01.01,1,1,2,1,2,2,2,2,2
0761145.01.01.02,1,2,2,1,1,1,2,2,2
0761145.02.01.02,1,1,2,1,1,1,1,1,2
0761145.03.01.02,2,2,2,1,1,2,2,2,1
0761145.04.01.03,1,2,2,1,1,1,2,1,2
0761145.05.01.01,1,1,1,1,1,1,2,1,2
0761145.06.01.05,1,2,2,2,1,2,1,1,2
0761145.07.01.02,1,2,2,1,1,2,2,1,2
0761145.08.01.01,1,2,2,2,1,1,1,1,2
0761145.09.01.01,2,2,2,2,1,2,1,2,2
0761145.11.01.02,1,2,2,1,1,1,2,1,2
0761145.12.01.02,1,2,2,1,1,1,2,1,2
0761145.13.01.02,1,2,1,1,1,2,2,1,2
0761145.15.01.01,2,2,2,1,1,1,1,1,1
0761145.16.01.02,2,2,2,2,1,1,2,1,2
0761145.17.01.01,1,1,1,2,2,1,2,2,2
0761145.18.01.01,1,2,2,1,1,1,2,1,2
0761145.19.01.05,1,2,2,1,1,1,1,2,2
0761145.20.01.01,1,1,2,2,1,2,2,2,2
0761165.01.01.02,2,2,2,2,2,2,2,1,2
0761165.02.01.02,1,2,1,1,1,2,2,2,2
0761165.03.01.02,2,2,2,1,2,2,2,1,2
0761165.05.01.02,2,2,2,2,2,2,2,2,2
0761165.08.01.02,1,1,2,2,2,1,2,2,2
0761165.09.01.04,1,1,1,2,1,1,2,2,2
0761165.10.01.01,1,1,2,2,2,2,2,2,2
0761165.11.01.01,2,2,2,1,2,2,2,1,2
0761165.12.01.02,1,2,2,1,2,2,2,1,2
0761165.13.01.02,1,2,2,2,2,2,2,1,2
0761165.14.01.01,1,2,2,2,2,2,2,2,2
0761165.15.01.02,1,2,2,1,2,2,2,2,1
0761209.01.01.01,1,2,1,2,1,2,2,2,2
0761209.02.01.02,2,2,2,1,1,1,2,2,2
0761209.03.01.01,1,2,9,1,2,2,2,2,2
0761209.04.01.02,2,9,9,2,2,2,2,1,9
0761209.05.01.04,1,9,9,2,2,2,2,2,2
0761209.06.01.01,1,2,2,1,1,1,2,1,2
0761209.07.01.02,1,1,9,2,1,2,2,2,2
0761209.08.01.01,1,1,1,1,1,1,2,2,2
0761209.09.01.01,1,2,2,1,1,2,2,2,2
0761209.10.01.01,1,1,1,2,1,2,2,2,2
0761209.11.01.04,1,2,2,1,1,1,2,2,2
0761209.12.01.02,2,1,2,2,1,1,2,2,2
0761209.15.01.02,1,9,9,1,1,2,2,2,2
0761209.16.01.04,1,1,1,1,1,1,2,2,2
0761209.17.01.02,1,2,1,2,1,2,2,2,2
0761209.18.01.02,1,1,1,1,1,2,2,2,2
0761220.02.01.04,1,2,2,2,2,2,2,2,2
0761220.03.01.01,2,2,2,1,2,1,2,1,2
0761220.04.01.01,1,2,2,1,2,1,2,1,2
0761220.05.01.01,2,2,2,2,2,2,2,1,2
0761220.06.01.02,2,2,2,1,2,2,2,2,2
0761220.07.01.01,1,2,2,1,2,1,2,2,2
0761220.08.01.03,1,2,2,1,2,1,2,1,9
0761220.09.01.02,1,2,2,2,2,2,2,2,2
0761220.10.01.02,2,1,1,2,2,2,2,2,2
0761220.11.01.02,1,2,2,1,2,2,2,2,2
0761220.12.01.01,1,2,2,2,2,2,2,1,2
0761220.13.01.02,1,2,2,1,2,2,2,1,2
0761220.14.01.02,1,2,2,1,2,2,2,2,2
0761220.15.01.01,2,2,2,1,2,2,2,1,2
0761220.18.01.01,1,2,2,2,2,2,2,1,2
0761287.01.01.02,1,1,2,2,1,2,2,1,2
0761287.02.01.02,2,2,2,1,1,1,2,1,2
0761287.03.01.02,1,2,2,2,1,2,2,2,2
0761287.04.01.01,1,2,1,2,2,1,2,2,2
0761287.05.01.01,1,2,2,2,1,1,1,1,1
0761287.06.01.03,1,2,2,1,1,2,2,1,2
0761287.07.01.03,1,1,2,2,1,2,2,1,2
0761287.08.01.02,1,2,2,2,1,2,2,1,2
0761287.09.01.02,1,1,1,2,2,2,2,1,2
0761287.10.01.02,1,2,2,2,1,2,2,2,2
0761287.11.01.01,1,2,1,1,1,2,2,2,2
0761287.12.01.04,1,1,1,1,1,2,2,2,2
0761287.13.01.02,1,2,1,1,1,1,2,2,2
0761287.14.01.01,1,2,2,2,2,1,2,1,2
0761287.15.01.01,1,1,1,2,1,2,2,2,2
0761287.16.01.01,1,2,2,1,1,1,2,2,2
0761287.17.01.02,1,2,2,2,2,2,2,2,2
0761287.18.01.01,1,2,2,2,2,2,2,2,2
0761287.19.01.02,1,1,1,2,2,2,2,2,2
0761333.01.01.02,2,2,2,2,2,2,2,1,1
0761333.02.01.02,1,2,2,2,1,2,2,2,2
0761333.03.01.02,2,2,2,1,1,1,1,1,1
0761333.05.01.04,2,2,2,1,1,1,2,2,2
0761333.06.01.01,2,2,2,2,2,9,9,2,9
0761333.07.01.01,2,2,2,2,2,2,2,2,2
0761333.08.01.04,1,2,2,2,2,2,2,2,2
0761333.10.01.01,2,2,2,1,2,2,2,2,1
0761333.11.01.02,2,2,2,1,2,2,2,2,1
0761333.12.01.02,2,2,2,1,2,2,2,1,1
0761333.13.01.01,2,2,2,2,2,2,2,2,1
0761333.14.01.01,1,2,2,1,2,2,2,2,2
0761333.15.01.01,1,1,1,1,2,1,1,1,1
0761333.16.01.02,1,2,2,1,1,2,2,1,2
0761333.17.01.01,1,1,2,1,2,2,1,1,2
0761333.18.01.03,1,2,2,1,1,1,1,1,2
0761333.20.01.03,2,2,2,2,2,2,1,1,9
0761333.21.01.01,1,2,2,1,2,2,2,2,2
0761372.01.01.01,1,2,1,1,1,1,2,2,2
0761372.02.01.03,1,2,1,2,2,2,2,2,2
0761372.03.01.08,1,2,2,1,2,2,2,1,2
0761372.04.01.01,1,2,2,1,1,1,2,1,2
0761372.06.01.02,1,2,2,2,1,1,2,1,2
0761372.07.01.01,1,2,2,2,1,2,2,2,2
0761372.08.01.01,1,2,2,1,1,2,2,2,2
0761372.09.01.02,2,2,2,1,1,2,2,1,2
0761372.10.01.01,1,2,2,2,1,2,2,2,2
0761372.11.01.01,1,2,2,1,1,1,2,2,2
0761372.12.01.02,1,2,2,1,1,1,2,2,2
0761372.13.01.02,1,1,1,2,1,2,2,2,2
0761372.14.01.02,1,1,2,2,1,2,2,2,2
0761372.15.01.02,1,2,2,2,1,2,2,2,2
0761372.16.01.03,2,2,2,1,1,2,2,2,2
0761372.17.01.02,2,2,2,1,1,1,1,1,2
0761372.18.01.01,1,1,1,2,1,2,2,2,2
0761372.19.01.01,1,1,2,1,1,2,2,2,2
0761408.01.01.02,1,1,1,2,2,2,2,2,2
0761408.02.01.01,1,1,9,2,2,2,2,2,2
0761408.03.01.02,1,1,2,1,1,1,2,2,2
0761408.04.01.04,1,9,9,2,2,2,2,1,2
0761408.05.01.01,1,1,1,2,1,2,2,2,2
0761408.06.01.02,2,1,1,1,1,2,2,2,2
0761408.07.01.01,1,9,1,1,1,2,2,2,2
0761408.08.01.02,1,1,1,1,1,2,2,2,2
0761408.09.01.02,1,1,1,2,1,2,2,2,2
0761408.10.01.03,1,9,1,2,1,2,2,2,2
0761408.11.01.02,2,2,2,2,1,1,1,1,1
0761408.12.01.02,1,2,2,2,2,2,2,2,2
0761408.13.01.02,1,2,1,2,1,2,2,2,2
0761408.14.01.02,1,2,2,1,1,2,2,2,2
0761408.15.01.02,2,2,2,2,1,1,2,1,2
0761408.16.01.01,1,2,2,1,2,2,2,2,2
0761408.17.01.03,1,1,1,2,2,2,2,2,2
0761408.17.02.02,1,1,1,2,2,2,2,2,2
0761408.18.01.02,1,1,1,1,1,2,2,2,2
0761408.19.01.10,1,2,1,2,1,2,2,2,2
0761408.20.01.02,1,2,2,2,1,2,2,2,2
0761423.01.01.02,1,1,2,2,1,1,1,1,2
0761423.02.01.02,2,2,2,2,1,2,2,1,2
0761423.04.01.01,1,1,1,2,1,2,2,2,2
0761423.05.01.02,1,2,2,1,1,1,2,2,2
0761423.06.01.03,1,2,2,1,1,1,1,1,1
0761423.07.01.01,1,9,1,1,1,1,2,2,9
0761423.08.01.05,1,9,1,2,1,1,1,1,2
0761423.09.01.01,1,2,2,1,1,1,2,2,2
0761423.10.01.01,1,1,1,1,1,2,2,2,2
0761423.11.01.02,2,2,2,1,2,2,2,1,2
0761423.12.01.01,1,1,1,2,1,2,2,2,2
0761423.13.01.01,1,9,2,2,1,1,2,2,2
0761423.14.01.04,1,1,1,2,2,2,2,2,2
0761423.15.01.02,1,1,9,2,1,1,2,2,2
0761423.16.01.02,1,1,2,1,1,1,2,2,2
0761423.17.01.02,1,2,2,2,1,2,1,1,2
0761423.18.01.02,1,1,1,2,1,2,2,2,2
0761423.20.01.01,1,1,1,1,1,2,2,2,2
0761423.21.01.01,1,1,1,2,1,1,2,2,2
0761423.22.01.01,2,2,2,1,1,1,1,1,2
0761427.01.01.04,1,2,1,2,2,2,2,2,2
0761427.02.01.01,1,2,1,1,2,1,2,2,2
0761427.04.01.04,1,2,1,1,2,1,2,2,2
0761427.06.01.01,1,2,1,1,1,1,2,2,2
0761427.07.01.02,1,1,1,2,2,2,2,2,2
0761427.08.01.01,1,2,2,1,2,1,2,2,2
0761427.09.01.02,1,1,1,2,2,2,2,2,2
0761427.10.01.03,1,2,1,2,1,2,2,2,2
0761427.11.01.01,1,2,1,2,1,2,2,2,2
0761427.12.01.02,1,1,1,2,2,2,2,2,2
0761427.13.01.02,1,2,1,2,1,2,2,2,2
0761427.14.01.03,1,2,1,2,1,2,2,2,2
0761427.15.01.03,1,2,1,1,2,2,2,2,2
0761427.16.01.02,1,2,1,2,2,2,2,2,2
0761427.17.01.01,1,2,1,2,2,2,2,2,2
0761427.18.01.01,1,2,1,1,1,1,2,2,2
0761437.01.01.02,2,9,2,1,1,2,2,1,2
0761437.02.01.02,1,1,2,2,1,1,2,2,2
0761437.04.01.01,1,2,2,2,1,2,2,2,2
0761437.05.01.03,1,2,1,2,1,2,2,2,2
0761437.06.01.01,1,2,1,1,1,2,2,2,2
0761437.07.01.01,1,2,2,1,1,2,2,2,2
0761437.08.01.02,2,2,2,1,1,2,2,2,2
0761437.09.01.04,1,2,1,1,1,1,1,2,2
0761437.10.01.02,1,2,2,1,1,2,2,2,2
0761437.11.01.03,1,1,1,2,2,2,2,2,2
0761437.12.01.05,1,2,2,2,2,1,2,1,2
0761437.12.02.01,9,9,9,2,2,9,9,9,9
0761437.13.01.02,1,2,1,1,1,2,2,2,2
0761437.14.01.01,1,2,9,2,2,2,2,2,2
0761437.15.01.02,1,9,1,2,2,2,2,2,2
0761437.16.01.01,1,1,1,1,1,1,1,1,2
0761437.17.01.02,1,9,1,1,1,2,2,2,2
0761437.18.01.01,2,1,1,2,1,2,2,2,2
0761437.19.01.02,1,9,2,1,2,2,2,2,2
0761443.01.01.01,1,9,9,1,2,1,2,2,2
0761443.03.01.01,1,2,2,1,2,1,2,2,2
0761443.04.01.01,1,2,2,1,1,1,2,1,2
0761443.05.01.02,1,2,2,1,1,2,2,2,2
0761443.06.01.01,1,2,1,2,2,2,2,2,2
0761443.07.01.03,1,2,2,2,1,2,2,2,2
0761443.08.01.01,1,2,2,2,2,2,2,2,2
0761443.09.01.03,1,1,1,1,2,2,2,2,2
0761443.10.01.05,1,2,1,2,1,1,2,2,2
0761443.12.01.02,1,9,1,2,1,2,2,2,2
0761443.13.01.02,1,9,1,2,1,2,2,2,2
0761443.14.01.01,1,2,1,2,1,1,2,2,2
0761443.15.01.02,1,1,1,2,2,2,2,2,2
0761443.16.01.02,1,1,1,2,1,2,2,2,2
0761443.17.01.04,1,2,1,2,1,2,2,2,2
0761443.18.01.06,2,2,2,2,1,2,2,2,2
0761514.01.01.01,1,2,2,2,2,2,2,2,2
0761514.01.02.01,1,2,2,2,2,1,2,2,2
0761514.03.01.01,1,2,2,1,2,2,2,2,2
0761514.04.01.02,1,2,2,2,1,2,2,2,2
0761514.05.01.02,2,2,2,2,1,2,2,1,2
0761514.06.01.01,2,2,2,1,1,2,2,1,2
0761514.07.01.02,1,2,2,1,2,2,2,2,2
0761514.08.01.02,1,1,1,2,2,2,2,2,2
0761514.09.01.01,1,2,2,2,2,2,2,2,2
0761514.10.01.01,1,2,2,2,1,1,2,2,2
0761514.11.01.02,1,2,2,2,2,1,2,2,2
0761514.12.01.02,1,2,2,2,2,2,2,2,2
0761514.13.01.01,1,2,2,2,1,2,2,2,3
0761514.14.01.01,1,1,1,2,2,2,2,2,9
0761514.16.01.01,2,2,1,1,1,2,1,1,2
0761514.17.01.01,1,2,2,1,2,2,2,2,2
0761514.18.01.02,1,2,2,1,1,2,2,1,2
0761514.19.01.01,1,1,2,1,1,2,2,2,2
0761514.20.01.02,1,2,1,2,1,1,2,2,2
0761514.21.01.01,2,2,2,2,2,2,2,2,2
0761514.22.01.01,1,2,2,2,1,1,2,1,2
0761521.02.01.01,1,1,2,1,1,2,2,1,2
0761521.03.01.02,1,2,2,1,1,3,2,1,2
0761521.04.01.01,1,9,1,1,1,3,2,1,2
0761521.05.01.01,1,1,1,1,1,2,2,2,2
0761521.06.01.01,1,1,1,1,1,2,2,2,2
0761521.07.01.02,1,2,2,1,1,1,2,1,2
0761521.08.01.03,1,1,2,1,1,1,2,2,2
0761521.09.01.01,1,1,2,2,2,1,2,2,2
0761521.10.01.02,2,2,2,2,2,2,2,2,2
0761521.11.01.01,1,1,1,1,2,1,2,2,2
0761521.12.01.02,2,1,2,1,1,1,2,1,2
0761521.13.01.01,1,2,2,1,1,2,2,2,2
0761521.14.01.02,1,1,2,1,2,2,2,1,2
0761521.15.01.02,2,2,2,1,1,1,2,1,2
0761521.17.01.02,1,1,2,1,1,1,2,1,2
0761521.18.01.03,1,1,2,1,1,1,2,2,2
0761554.01.01.02,1,1,1,2,1,1,2,2,2
0761554.03.01.01,1,1,1,2,1,2,2,2,2
0761554.04.01.01,1,1,1,1,1,1,2,1,2
0761554.05.01.02,1,1,1,2,2,2,2,2,2
0761554.06.01.02,1,1,1,2,1,2,1,1,1
0761554.07.01.02,9,1,1,1,1,1,2,2,2
0761554.08.01.04,1,2,1,2,1,2,2,2,2
0761554.09.01.02,1,1,1,1,1,1,2,2,2
0761554.10.01.03,9,2,2,2,1,2,2,2,2
0761554.11.01.02,1,1,1,2,1,2,2,2,2
0761554.13.01.02,1,1,1,2,1,1,2,2,2
0761554.14.01.01,2,1,1,2,1,2,2,1,2
0761554.15.01.02,1,2,2,1,1,1,2,2,2
0761554.16.01.02,1,1,1,2,2,1,1,1,1
0761554.17.01.02,2,2,2,2,2,2,2,1,2
0761554.18.01.04,1,1,1,2,2,2,2,2,2
0761554.20.01.01,1,1,9,1,1,2,2,2,2
0761554.21.01.02,1,1,1,2,2,2,2,2,2
0761629.01.01.06,1,2,2,1,1,1,2,2,2
0761629.04.01.02,2,9,1,1,1,1,2,1,2
0761629.05.01.01,1,2,1,2,2,1,2,1,2
0761629.06.01.02,1,2,2,1,1,1,2,2,3
0761629.07.01.02,1,1,2,2,1,2,2,2,2
0761629.08.01.02,1,2,2,1,1,1,2,2,2
0761629.09.01.02,2,2,2,1,1,1,2,2,2
0761629.10.01.01,1,2,2,1,2,1,2,2,3
0761629.11.01.02,1,1,1,2,2,2,2,2,2
0761629.12.01.01,1,2,2,2,2,2,2,2,2
0761629.13.01.04,1,1,2,2,2,2,2,2,2
0761629.14.01.01,1,1,1,2,2,2,2,2,2
0761629.15.01.01,1,1,1,2,2,2,2,2,2
0761629.17.01.01,1,2,1,1,1,2,2,1,2
0761629.18.01.02,2,2,2,2,1,2,2,2,2
0761629.20.01.01,1,1,1,2,1,2,2,2,2
0761636.01.01.02,1,1,1,2,1,2,2,2,2
0761636.02.01.01,1,1,1,2,2,2,2,2,2
0761636.03.01.01,1,2,1,1,1,1,2,2,2
0761636.04.01.02,1,1,1,1,1,2,2,2,2
0761636.05.01.01,1,1,1,1,1,1,2,2,2
0761636.06.01.01,1,1,1,2,2,2,2,2,2
0761636.07.01.01,1,2,2,1,2,1,2,1,2
0761636.08.01.02,1,1,1,2,2,2,2,2,2
0761636.09.01.02,1,1,1,2,2,2,2,1,2
0761636.10.01.01,1,9,2,2,2,2,2,2,2
0761636.11.01.01,1,2,1,2,2,2,2,2,2
0761636.12.01.01,1,2,2,2,2,2,2,2,2
0761636.13.01.02,1,1,1,2,2,2,2,2,2
0761636.14.01.03,1,2,2,1,1,1,2,2,2
0761636.15.01.02,1,1,1,2,2,2,2,2,2
0761636.16.01.01,1,2,2,2,2,2,2,2,2
0761636.17.01.01,1,2,2,1,2,2,2,2,2
0761636.18.01.02,1,2,2,2,2,2,2,2,2
0761636.19.01.01,1,2,2,2,2,1,2,1,2
0761636.21.01.07,1,2,2,2,2,2,2,2,2
0761636.22.01.02,1,2,2,1,2,1,2,2,2
0761640.01.01.02,1,1,1,1,1,2,2,1,2
0761640.02.01.01,1,2,2,2,1,2,2,2,2
0761640.03.01.02,1,1,1,2,1,2,2,2,2
0761640.04.01.02,1,2,2,2,1,1,2,2,2
0761640.05.01.03,1,1,1,2,1,1,2,2,2
0761640.06.01.02,1,1,1,1,1,1,2,2,2
0761640.07.01.03,1,1,1,2,1,2,2,2,2
0761640.07.02.02,1,1,1,2,2,2,2,2,2
0761640.08.01.06,1,2,2,1,1,1,2,2,2
0761640.09.01.01,1,2,2,1,1,2,2,2,2
0761640.10.01.01,1,1,1,1,1,1,2,2,1
0761640.11.01.01,1,1,1,1,1,1,2,2,2
0761640.12.01.01,1,2,2,1,1,1,2,2,2
0761640.13.01.01,1,2,1,2,2,2,2,2,2
0761640.14.01.02,1,2,1,2,1,2,2,2,2
0761640.15.01.02,1,1,1,2,2,2,2,2,2
0761640.16.01.01,1,1,1,1,1,1,2,2,1
0761640.17.01.03,1,1,1,1,1,1,2,1,1
0761640.18.01.01,1,1,2,2,2,1,2,2,2
0761640.19.01.01,1,1,1,2,2,2,2,2,2
0761640.20.01.02,1,1,1,2,2,2,2,2,2
0761689.01.01.03,1,2,2,1,2,2,2,1,2
0761689.03.01.03,1,2,2,1,2,1,2,2,2
0761689.04.01.02,2,2,2,2,2,2,2,1,2
0761689.05.01.02,1,2,2,2,2,2,2,2,2
0761689.06.01.02,1,2,2,1,2,1,2,2,2
0761689.07.01.02,1,2,2,1,2,2,2,2,2
0761689.08.01.02,1,1,1,2,2,2,2,2,2
0761689.09.01.02,1,2,2,2,2,1,2,2,2
0761689.11.01.01,1,1,1,1,2,2,2,1,2
0761689.12.01.02,2,2,2,1,2,1,2,1,2
0761689.14.01.02,1,2,2,1,2,1,2,2,2
0761689.16.01.01,1,1,1,2,2,1,2,2,2
0761689.17.01.04,1,2,2,1,1,1,2,1,2
0761689.18.01.01,1,1,1,1,2,1,2,2,2
0761689.20.01.02,1,2,2,1,1,1,2,1,2
0761771.01.01.07,2,2,2,2,2,2,2,2,2
0761771.02.01.01,2,2,2,2,2,2,2,2,2
0761771.03.01.01,1,2,2,1,2,1,2,2,2
0761771.04.01.02,2,2,2,2,2,2,1,1,2
0761771.05.01.01,1,2,2,2,2,1,2,2,2
0761771.06.01.01,2,2,2,1,2,1,2,1,2
0761771.07.01.01,2,2,2,1,1,1,1,1,1
0761771.08.01.02,1,1,1,1,2,2,2,1,2
0761771.09.01.02,2,2,2,1,1,1,1,1,2
0761771.10.01.01,2,2,2,1,2,2,2,1,1
0761771.12.01.01,2,2,2,1,2,1,1,1,2
0761771.13.01.01,1,2,2,1,2,2,2,1,2
0761771.14.01.01,1,2,2,1,2,2,2,1,2
0761771.15.01.02,2,2,2,1,1,1,1,1,2
0761771.16.01.02,2,2,2,1,2,1,1,1,2
0761771.17.01.02,2,2,2,1,2,1,2,1,2
0761771.18.01.01,2,2,2,1,2,1,1,1,2
0761771.20.01.03,2,2,2,2,2,2,2,1,2
0761775.01.01.03,1,2,2,2,1,1,2,2,2
0761775.03.01.01,1,2,1,2,2,1,2,1,2
0761775.04.01.02,1,1,1,2,2,2,2,2,1
0761775.05.01.01,1,1,1,2,2,2,2,2,2
0761775.06.01.01,2,2,1,1,1,2,2,1,1
0761775.07.01.03,1,1,1,2,1,2,2,1,2
0761775.08.01.01,1,2,9,2,2,2,2,2,2
0761775.09.01.02,1,1,1,1,1,2,2,1,1
0761775.10.01.01,1,1,1,2,2,1,2,1,1
0761775.11.01.01,1,2,2,1,1,2,1,1,1
0761775.12.01.01,2,2,2,1,2,2,2,1,2
0761775.13.01.01,1,1,1,1,1,1,2,1,2
0761775.14.01.03,1,2,2,1,2,2,2,2,2
0761775.15.01.02,1,2,1,1,2,2,2,2,2
0761775.16.01.01,2,2,2,1,2,2,2,1,2
0761775.17.01.01,2,2,1,1,1,1,1,1,2
0761775.18.01.01,1,2,2,1,1,1,2,1,2
0761775.19.01.03,1,1,1,1,1,2,2,2,2
0761775.20.01.01,2,2,2,1,1,1,2,1,2
